time_ps,axial_mean,axial_std,radial_mean,radial_std,axial_velocity_mean,axial_velocity_std,radial_velocity_mean,radial_velocity_std,n_ions
0.0,4.2577576666666666,1.6546909805229495,2.517088275400502,1.0097370693208791,0.0,0.0,0.0,0.0,5
1.0,5.475674333333333,1.6416476737685088,2.491950201843728,0.91569413911606,1.217916666666667,0.1639032115711383,-0.025138073556773888,0.3908767116668136,5
2.0,5.505607666666668,1.5686426755966096,2.325946201036555,0.90888940867089,0.02993333333333359,0.14980487431989611,-0.16600400080717326,0.2592110310568791,5
3.0,5.492559,1.54752264721845,2.3765680822352913,1.0651865427806408,-0.01304866666666733,0.2145210389459374,0.05062188119873663,0.16944245572859676,5
4.0,5.824874666666666,1.7169444426222873,2.337026723175779,0.9875016192242705,0.332315666666667,0.24118108162540527,-0.0395413590595123,0.11060807427509677,5
5.0,5.804988,1.6762490145057671,2.382137189123669,1.0663269945101963,-0.019886666666666653,0.06379028436124876,0.045110465947889276,0.09868218742274519,5
6.0,5.882075333333334,1.7018022542686264,2.3338277903046603,1.1084699989640108,0.07708733333333369,0.13918913882276204,-0.04830939881900862,0.06859029961813126,5
7.0,5.859327666666667,1.7324524267201231,2.371975637184676,1.1133815670881857,-0.022747666666667055,0.05507956850068981,0.0381478468800158,0.07225219906233436,5
8.0,6.006177666666667,1.7399871829667146,2.346193117204675,1.0150451678104015,0.14684999999999987,0.1687510363194515,-0.025782519980001473,0.12224761080568745,5
9.0,6.025973666666667,1.7926804983777167,2.341472834266729,1.0451570792380636,0.01979600000000028,0.07457824691482699,-0.004720282937945486,0.0810550889442611,5
10.0,5.9879739999999995,1.8175251602955416,2.396734245189114,0.9784046625073133,-0.03799966666666661,0.08373176626983747,0.05526141092238501,0.13467039044655973,5
11.0,6.133963,1.7737710818060923,2.3741986275258706,0.9605481851585791,0.14598899999999942,0.07728274575004834,-0.022535617663242878,0.08748032002083352,5
12.0,6.019543,1.7781601185761897,2.387141190172122,0.9797140241744696,-0.11441999999999979,0.11305144215994867,0.012942562646250488,0.12939913842481343,5
13.0,6.133961333333334,1.8044413427649384,2.4215947028209164,0.9985160323072532,0.11441833333333333,0.14714426575832082,0.034453512648794905,0.06434260266671343,5
14.0,6.228024333333332,1.8058569731843228,2.4762379961464336,0.9810611951334911,0.0940629999999997,0.07152222378316278,0.054643293325517116,0.1504707672409827,5
15.0,6.386299999999999,1.8165075017216716,2.5451329066690667,1.0320261114169187,0.15827566666666693,0.11265428867212364,0.06889491052263294,0.0883801700179119,5
16.0,6.295286666666668,1.744551637528808,2.486270810442055,1.0569093202356443,-0.09101333333333272,0.11525459000259532,-0.058862096227011884,0.07064782829250071,5
17.0,6.49893,1.8197173929389265,2.5563972353294524,1.1147550093497856,0.20364333333333243,0.10838204817526938,0.07012642488739766,0.10083817150511058,5
18.0,6.459487666666668,1.768800284387572,2.5707282415839416,1.0660592965808993,-0.03944233333333251,0.08329643247395858,0.01433100625448951,0.08648652937785824,5
19.0,6.471889333333334,1.7483480852449136,2.541770431609154,1.0821499716711716,0.012401666666666245,0.027140207298807343,-0.028957809974787852,0.04193335208802701,5
20.0,6.453196333333333,1.7992167959783072,2.55633786757802,1.0422289594739034,-0.018693000000000026,0.07522107313630788,0.014567435968866116,0.11049262153317997,5
