time_ps,axial_mean,axial_std,radial_mean,radial_std,axial_velocity_mean,axial_velocity_std,radial_velocity_mean,radial_velocity_std,n_ions
0.0,12.403893666666667,1.4470357617689424,3.9844244109401488,0.7075507928491069,0.0,0.0,0.0,0.0,5
1.0,13.285903333333334,1.2441041719691777,4.181741806812228,0.8102773500978141,0.8820096666666671,0.4465106323437321,0.19731739587207936,0.10620492616509475,5
2.0,13.326103333333332,1.2184994694021554,4.0964052091924,0.7660861405972522,0.040200000000000104,0.10262725812916894,-0.08533659761982752,0.16871050421473688,5
3.0,13.283779999999998,1.2410616124198754,4.093292530911632,0.8090336297928432,-0.04232333333333464,0.08186318708674895,-0.003112678280768666,0.05494451466463094,5
4.0,13.351523333333333,1.2508899984322277,4.140586287537607,0.7901692275958131,0.06774333333333438,0.052677299137716904,0.04729375662597546,0.06126387895131272,5
5.0,13.5257,1.2707766826717521,4.233703920532692,0.9429302168511973,0.17417666666666598,0.2248645247946215,0.09311763299508513,0.1570993473624172,5
6.0,13.833249999999998,1.3293519178323117,4.245060574293952,0.9210854702560082,0.3075499999999998,0.06984112605685064,0.011356653761258606,0.07677172682882825,5
7.0,13.83772,1.3024046060354002,4.248709475484848,0.9077096851932072,0.00446999999999953,0.04891310821809841,0.0036489011908970247,0.07310564696793052,5
8.0,13.83399,1.32634304581348,4.273245965425884,0.9651462423561227,-0.003729999999999123,0.05310297689918692,0.0245364899410359,0.11213841705431493,5
9.0,14.063156666666666,1.3264177768879775,4.2506236655538645,0.9769000194774502,0.22916666666666607,0.09498783430875046,-0.022622299872019802,0.13636363863445544,5
10.0,14.352013333333332,1.3932600444600745,4.2574915478613775,1.0121910471291153,0.2888566666666662,0.12302179147524128,0.006867882307512829,0.11104653315975868,5
11.0,14.237916666666667,1.4054180251599322,4.233747134195077,1.016590599537345,-0.11409666666666637,0.0893356339255996,-0.023744413666299823,0.04630470180344863,5
12.0,14.303793333333335,1.4044984356860077,4.19037911735529,1.0255561173393082,0.06587666666666685,0.11819144385276037,-0.04336801683978617,0.08334302635590732,5
13.0,14.233436666666668,1.4252931435478255,4.18800693045096,1.052074240718837,-0.07035666666666565,0.08977111921127279,-0.002372186904330409,0.03214528167497331,5
14.0,14.256793333333334,1.410114247916735,4.232739851191156,1.0223374861756265,0.02335666666666718,0.11117923447198945,0.04473292074019506,0.10321588416768684,5
15.0,14.286546666666666,1.397148854091391,4.205190681943773,0.9776160341039354,0.029753333333331966,0.09427122773029768,-0.027549169247382467,0.060687212114297,5
16.0,14.203389999999999,1.3718173043489095,4.262322754424579,1.0033994078832866,-0.08315666666666707,0.06744730667549222,0.05713207248080625,0.06640900961676899,5
17.0,14.2644,1.381390042915711,4.2682321977631315,0.9987517979390019,0.06101000000000099,0.10851375468370514,0.005909443338552212,0.12410999453740261,5
18.0,14.35575,1.340433916395069,4.265111302583583,0.9963358450396834,0.0913499999999999,0.06169072503671508,-0.003120895179548544,0.09874420344803608,5
19.0,14.34469,1.3502393092666527,4.270908661065034,1.0039225591123124,-0.011059999999999803,0.03985193094443506,0.005797358481451909,0.05865495517956118,5
20.0,14.303956666666668,1.3719741434476422,4.278475349703257,0.9841998575497666,-0.040733333333333024,0.04281510117807664,0.007566688638222097,0.04395819491038423,5
21.0,14.240350000000001,1.3718466626331738,4.254875092011606,0.9290234010793651,-0.06360666666666717,0.12850756337447378,-0.023600257691651104,0.07715114136732597,5
22.0,14.233826666666667,1.3741597126405811,4.259896740675779,0.8867425646935374,-0.006523333333333525,0.0667262388836311,0.0050216486641726735,0.08718725264010346,5
23.0,14.283643333333334,1.3541624252077153,4.261420354924818,0.9583824844987832,0.049816666666666974,0.039704904538915856,0.001523614249038996,0.1422871719170556,5
24.0,14.247773333333333,1.3998596742610385,4.270605672451873,0.9297097876674284,-0.03587000000000096,0.06584303337821372,0.009185317527054338,0.08982549541808126,5
25.0,14.248753333333331,1.3807250170109902,4.29075792584551,0.9462288178964834,0.0009799999999998477,0.07567212711574971,0.020152253393638197,0.14313451029338387,5
26.0,14.23424,1.4047170915486467,4.2345560005996425,0.9020048491409707,-0.014513333333332313,0.09477093166624888,-0.05620192524586738,0.10282211458663368,5
27.0,14.244083333333332,1.3751957208581858,4.2430571924741916,0.943928925471844,0.009843333333333959,0.08119182334310279,0.008501191874548208,0.08656006784140284,5
28.0,14.367609999999999,1.387208192962478,4.231630273423393,0.9203160184876421,0.12352666666666608,0.08796344733277962,-0.011426919050798645,0.05729386287273159,5
29.0,14.281216666666666,1.3469894311636856,4.2838495026060786,0.9712571823637998,-0.08639333333333354,0.0737699860678058,0.052219229182685734,0.11049092517535786,5
30.0,14.366719999999997,1.329154583744452,4.26159377220713,0.9845561427602896,0.08550333333333313,0.09509607329199074,-0.022255730398947814,0.031687570425465925,5
31.0,14.340863333333331,1.3437535822546565,4.268271644392819,0.9449404210856944,-0.025856666666667395,0.03882842401013838,0.006677872185687761,0.07474851781468492,5
