      #Energy        TDOS-UP        TDOS-DOWN
       4.29123       0.01284      -0.01283
       4.40523      -0.00023       0.00023
       4.51923      -0.00019       0.00019
       4.63323       0.01986      -0.01987
       4.74723       0.00900      -0.00900
       4.86123      -0.00003       0.00003
       4.97523      -0.00097       0.00097
       5.08923       0.03221      -0.03221
       5.20323       0.01654      -0.01654
       5.31723       0.00817      -0.00817
       5.43123       0.05681      -0.05681
       5.54523       0.00180      -0.00180
       5.65923       0.00039      -0.00039
       5.77223       0.01619      -0.01619
       5.88623       0.01213      -0.01213
       6.00023       0.01088      -0.01088
       6.11423       0.02033      -0.02034
       6.22823       0.04115      -0.04115
       6.34223       0.00869      -0.00869
       6.45623       0.02218      -0.02218
       6.57023       0.03345      -0.03345
       6.68423       0.03188      -0.03188
       6.79823       0.02987      -0.02987
       6.91223       0.03554      -0.03554
       7.02623       0.02409      -0.02409
       7.13923       0.01388      -0.01388
       7.25323       0.03016      -0.03016
       7.36723       0.04583      -0.04583
       7.48123       0.02950      -0.02950
       7.59523       0.02352      -0.02352
       7.70923       0.01946      -0.01946
       7.82323       0.02804      -0.02804
       7.93723       0.02830      -0.02830
       8.05123       0.02493      -0.02493
       8.16523      -0.00055       0.00055
       8.27923      -0.00000       0.00000
       8.39323       0.00000       0.00000
       8.50623       0.00000       0.00000
       8.62023       0.00000       0.00000
       8.73423       0.00000       0.00000
       8.84823       0.00000       0.00000
       8.96223       0.00000       0.00000
       9.07623       0.00000       0.00000
       9.19023       0.00000       0.00000
       9.30423       0.00000       0.00000
       9.41823       0.00000       0.00000
       9.53223       0.00000       0.00000
