Voltage (V vs Li/Li+),Electrolyte,Molar ratio cathode/(cathode+SE),Reaction,Erxn (eV/atom)
1.6,Li2.4Y0.4Zr0.6Cl6,0.8796,0.4398 Fe1 F3 + 0.4398 Fe1 Cl3 + 0.1204 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4682 LiCl + 0.2017 Fe + 0.1491 Li4ZrF8 + 0.1258 LiF + 0.0552 LiYF4,-0.0196
1.6,Li2.4Y0.4Zr0.6Cl6,0.9030,0.4515 Fe1 F3 + 0.4515 Fe1 Cl3 + 0.0970 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4513 LiCl + 0.2104 Fe + 0.1710 LiF + 0.1221 Li4ZrF8 + 0.0452 LiYF4,-0.0162
1.6,Li2.4Y0.4Zr0.6Cl6,0.9264,0.4632 Fe1 F3 + 0.4632 Fe1 Cl3 + 0.0736 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4338 LiCl + 0.2195 Fe + 0.2177 LiF + 0.0941 Li4ZrF8 + 0.0349 LiYF4,-0.0127
1.6,Li2.4Y0.4Zr0.6Cl6,0.9498,0.4749 Fe1 F3 + 0.4749 Fe1 Cl3 + 0.0502 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4158 LiCl + 0.2659 LiF + 0.2288 Fe + 0.0653 Li4ZrF8 + 0.0242 LiYF4,-0.0089
1.6,Li2.4Y0.4Zr0.6Cl6,0.9732,0.4866 Fe1 F3 + 0.4866 Fe1 Cl3 + 0.0268 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.3971 LiCl + 0.3158 LiF + 0.2385 Fe + 0.0354 Li4ZrF8 + 0.0131 LiYF4,-0.0049
1.6,Li2.4Y0.4Zr0.6Cl6,0.9967,0.4983 Fe1 F3 + 0.4983 Fe1 Cl3 + 0.0033 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.3778 LiCl + 0.3675 LiF + 0.2485 Fe + 0.0045 Li4ZrF8 + 0.0017 LiYF4,-0.0006
1.7,Li2.4Y0.4Zr0.6Cl6,0.0903,0.0452 Fe1 F3 + 0.0452 Fe1 Cl3 + 0.9097 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4945 LiCl + 0.2818 Zr6FeCl14 + 0.1962 YCl3 + 0.0252 LiYF4 + 0.0024 ZrCl3,-0.0134
1.7,Li2.4Y0.4Zr0.6Cl6,0.5151,0.2575 Fe1 F3 + 0.2575 Fe1 Cl3 + 0.4849 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5501 LiCl + 0.1867 Zr6FeCl14 + 0.1770 LiYF4 + 0.0855 Fe + 0.0006 YCl3,-0.0297
1.7,Li2.4Y0.4Zr0.6Cl6,0.7759,0.3880 Fe1 F3 + 0.3880 Fe1 Cl3 + 0.2241 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5368 LiCl + 0.2011 Li2ZrF6 + 0.1661 Fe + 0.0959 LiYF4 + 0.0002 Zr6FeCl14,-0.0348
1.7,Li2.4Y0.4Zr0.6Cl6,0.8094,0.4047 Fe1 F3 + 0.4047 Fe1 Cl3 + 0.1906 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5157 LiCl + 0.2192 Li4ZrF8 + 0.1770 Fe + 0.0834 LiYF4 + 0.0046 Li2ZrF6,-0.0314
1.7,Li2.4Y0.4Zr0.6Cl6,0.8328,0.4164 Fe1 F3 + 0.4164 Fe1 Cl3 + 0.1672 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5004 LiCl + 0.2006 Li4ZrF8 + 0.1850 Fe + 0.0743 LiYF4 + 0.0397 LiF,-0.0283
1.7,Li2.4Y0.4Zr0.6Cl6,0.8562,0.4281 Fe1 F3 + 0.4281 Fe1 Cl3 + 0.1438 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4845 LiCl + 0.1932 Fe + 0.1752 Li4ZrF8 + 0.0821 LiF + 0.0649 LiYF4,-0.025
1.7,Li2.4Y0.4Zr0.6Cl6,0.8796,0.4398 Fe1 F3 + 0.4398 Fe1 Cl3 + 0.1204 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4682 LiCl + 0.2017 Fe + 0.1491 Li4ZrF8 + 0.1258 LiF + 0.0552 LiYF4,-0.0215
1.7,Li2.4Y0.4Zr0.6Cl6,0.9030,0.4515 Fe1 F3 + 0.4515 Fe1 Cl3 + 0.0970 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4513 LiCl + 0.2104 Fe + 0.1710 LiF + 0.1221 Li4ZrF8 + 0.0452 LiYF4,-0.0178
1.7,Li2.4Y0.4Zr0.6Cl6,0.9264,0.4632 Fe1 F3 + 0.4632 Fe1 Cl3 + 0.0736 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4338 LiCl + 0.2195 Fe + 0.2177 LiF + 0.0941 Li4ZrF8 + 0.0349 LiYF4,-0.0139
1.7,Li2.4Y0.4Zr0.6Cl6,0.9498,0.4749 Fe1 F3 + 0.4749 Fe1 Cl3 + 0.0502 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4158 LiCl + 0.2659 LiF + 0.2288 Fe + 0.0653 Li4ZrF8 + 0.0242 LiYF4,-0.0097
1.7,Li2.4Y0.4Zr0.6Cl6,0.9732,0.4866 Fe1 F3 + 0.4866 Fe1 Cl3 + 0.0268 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.3971 LiCl + 0.3158 LiF + 0.2385 Fe + 0.0354 Li4ZrF8 + 0.0131 LiYF4,-0.0054
1.7,Li2.4Y0.4Zr0.6Cl6,0.9967,0.4983 Fe1 F3 + 0.4983 Fe1 Cl3 + 0.0033 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.3778 LiCl + 0.3675 LiF + 0.2485 Fe + 0.0045 Li4ZrF8 + 0.0017 LiYF4,-0.0007
1.8,Li2.4Y0.4Zr0.6Cl6,0.0903,0.0452 Fe1 F3 + 0.0452 Fe1 Cl3 + 0.9097 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4939 LiCl + 0.2818 Zr6FeCl14 + 0.1962 YCl3 + 0.0252 LiYF4 + 0.0030 ZrCl4,-0.0063
1.8,Li2.4Y0.4Zr0.6Cl6,0.5151,0.2575 Fe1 F3 + 0.2575 Fe1 Cl3 + 0.4849 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5501 LiCl + 0.1867 Zr6FeCl14 + 0.1770 LiYF4 + 0.0855 Fe + 0.0006 YCl3,-0.0246
1.8,Li2.4Y0.4Zr0.6Cl6,0.7759,0.3880 Fe1 F3 + 0.3880 Fe1 Cl3 + 0.2241 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5369 LiCl + 0.2008 Li2ZrF6 + 0.1661 Fe + 0.0954 LiYF4 + 0.0009 YZrF7,-0.0361
1.8,Li2.4Y0.4Zr0.6Cl6,0.8094,0.4047 Fe1 F3 + 0.4047 Fe1 Cl3 + 0.1906 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5157 LiCl + 0.2192 Li4ZrF8 + 0.1770 Fe + 0.0834 LiYF4 + 0.0046 Li2ZrF6,-0.0326
1.8,Li2.4Y0.4Zr0.6Cl6,0.8328,0.4164 Fe1 F3 + 0.4164 Fe1 Cl3 + 0.1672 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5004 LiCl + 0.2006 Li4ZrF8 + 0.1850 Fe + 0.0743 LiYF4 + 0.0397 LiF,-0.0293
1.8,Li2.4Y0.4Zr0.6Cl6,0.8562,0.4281 Fe1 F3 + 0.4281 Fe1 Cl3 + 0.1438 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4845 LiCl + 0.1932 Fe + 0.1752 Li4ZrF8 + 0.0821 LiF + 0.0649 LiYF4,-0.0259
1.8,Li2.4Y0.4Zr0.6Cl6,0.8796,0.4398 Fe1 F3 + 0.4398 Fe1 Cl3 + 0.1204 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4682 LiCl + 0.2017 Fe + 0.1491 Li4ZrF8 + 0.1258 LiF + 0.0552 LiYF4,-0.0223
1.8,Li2.4Y0.4Zr0.6Cl6,0.9030,0.4515 Fe1 F3 + 0.4515 Fe1 Cl3 + 0.0970 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4513 LiCl + 0.2104 Fe + 0.1710 LiF + 0.1221 Li4ZrF8 + 0.0452 LiYF4,-0.0184
1.8,Li2.4Y0.4Zr0.6Cl6,0.9264,0.4632 Fe1 F3 + 0.4632 Fe1 Cl3 + 0.0736 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4338 LiCl + 0.2195 Fe + 0.2177 LiF + 0.0941 Li4ZrF8 + 0.0349 LiYF4,-0.0144
1.8,Li2.4Y0.4Zr0.6Cl6,0.9498,0.4749 Fe1 F3 + 0.4749 Fe1 Cl3 + 0.0502 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4158 LiCl + 0.2659 LiF + 0.2288 Fe + 0.0653 Li4ZrF8 + 0.0242 LiYF4,-0.0101
1.8,Li2.4Y0.4Zr0.6Cl6,0.9732,0.4866 Fe1 F3 + 0.4866 Fe1 Cl3 + 0.0268 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.3971 LiCl + 0.3158 LiF + 0.2385 Fe + 0.0354 Li4ZrF8 + 0.0131 LiYF4,-0.0056
1.8,Li2.4Y0.4Zr0.6Cl6,0.9967,0.4983 Fe1 F3 + 0.4983 Fe1 Cl3 + 0.0033 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.3778 LiCl + 0.3675 LiF + 0.2485 Fe + 0.0045 Li4ZrF8 + 0.0017 LiYF4,-0.0007
1.9,Li2.4Y0.4Zr0.6Cl6,0.5151,0.2575 Fe1 F3 + 0.2575 Fe1 Cl3 + 0.4849 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4612 LiCl + 0.2667 ZrCl4 + 0.1770 LiYF4 + 0.0944 Fe + 0.0006 YCl3,-0.0221
1.9,Li2.4Y0.4Zr0.6Cl6,0.6488,0.3244 Fe1 F3 + 0.3244 Fe1 Cl3 + 0.3512 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5513 LiCl + 0.2442 YZrF7 + 0.1284 Fe + 0.0728 ZrCl4 + 0.0033 LiYF4,-0.0293
1.9,Li2.4Y0.4Zr0.6Cl6,0.7258,0.3629 Fe1 F3 + 0.3629 Fe1 Cl3 + 0.2742 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5658 LiCl + 0.2047 YZrF7 + 0.1505 Fe + 0.0776 Li2ZrF6 + 0.0014 ZrCl4,-0.0336
1.9,Li2.4Y0.4Zr0.6Cl6,0.7759,0.3880 Fe1 F3 + 0.3880 Fe1 Cl3 + 0.2241 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5369 LiCl + 0.2008 Li2ZrF6 + 0.1661 Fe + 0.0954 LiYF4 + 0.0009 YZrF7,-0.0361
1.9,Li2.4Y0.4Zr0.6Cl6,0.8094,0.4047 Fe1 F3 + 0.4047 Fe1 Cl3 + 0.1906 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5157 LiCl + 0.2192 Li4ZrF8 + 0.1770 Fe + 0.0834 LiYF4 + 0.0046 Li2ZrF6,-0.0326
1.9,Li2.4Y0.4Zr0.6Cl6,0.8328,0.4164 Fe1 F3 + 0.4164 Fe1 Cl3 + 0.1672 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5004 LiCl + 0.2006 Li4ZrF8 + 0.1850 Fe + 0.0743 LiYF4 + 0.0397 LiF,-0.0293
1.9,Li2.4Y0.4Zr0.6Cl6,0.8562,0.4281 Fe1 F3 + 0.4281 Fe1 Cl3 + 0.1438 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4845 LiCl + 0.1932 Fe + 0.1752 Li4ZrF8 + 0.0821 LiF + 0.0649 LiYF4,-0.0259
1.9,Li2.4Y0.4Zr0.6Cl6,0.8796,0.4398 Fe1 F3 + 0.4398 Fe1 Cl3 + 0.1204 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4682 LiCl + 0.2017 Fe + 0.1491 Li4ZrF8 + 0.1258 LiF + 0.0552 LiYF4,-0.0223
1.9,Li2.4Y0.4Zr0.6Cl6,0.9030,0.4515 Fe1 F3 + 0.4515 Fe1 Cl3 + 0.0970 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4513 LiCl + 0.2104 Fe + 0.1710 LiF + 0.1221 Li4ZrF8 + 0.0452 LiYF4,-0.0184
1.9,Li2.4Y0.4Zr0.6Cl6,0.9264,0.4632 Fe1 F3 + 0.4632 Fe1 Cl3 + 0.0736 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4338 LiCl + 0.2195 Fe + 0.2177 LiF + 0.0941 Li4ZrF8 + 0.0349 LiYF4,-0.0144
1.9,Li2.4Y0.4Zr0.6Cl6,0.9498,0.4749 Fe1 F3 + 0.4749 Fe1 Cl3 + 0.0502 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4158 LiCl + 0.2659 LiF + 0.2288 Fe + 0.0653 Li4ZrF8 + 0.0242 LiYF4,-0.0101
1.9,Li2.4Y0.4Zr0.6Cl6,0.9732,0.4866 Fe1 F3 + 0.4866 Fe1 Cl3 + 0.0268 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.3971 LiCl + 0.3158 LiF + 0.2385 Fe + 0.0354 Li4ZrF8 + 0.0131 LiYF4,-0.0056
1.9,Li2.4Y0.4Zr0.6Cl6,0.9967,0.4983 Fe1 F3 + 0.4983 Fe1 Cl3 + 0.0033 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.3778 LiCl + 0.3675 LiF + 0.2485 Fe + 0.0045 Li4ZrF8 + 0.0017 LiYF4,-0.0007
2.0,Li2.4Y0.4Zr0.6Cl6,0.5151,0.2575 Fe1 F3 + 0.2575 Fe1 Cl3 + 0.4849 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4612 LiCl + 0.2667 ZrCl4 + 0.1770 LiYF4 + 0.0944 Fe + 0.0006 YCl3,-0.0221
2.0,Li2.4Y0.4Zr0.6Cl6,0.6488,0.3244 Fe1 F3 + 0.3244 Fe1 Cl3 + 0.3512 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5513 LiCl + 0.2442 YZrF7 + 0.1284 Fe + 0.0728 ZrCl4 + 0.0033 LiYF4,-0.0293
2.0,Li2.4Y0.4Zr0.6Cl6,0.7258,0.3629 Fe1 F3 + 0.3629 Fe1 Cl3 + 0.2742 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5658 LiCl + 0.2047 YZrF7 + 0.1505 Fe + 0.0776 Li2ZrF6 + 0.0014 ZrCl4,-0.0336
2.0,Li2.4Y0.4Zr0.6Cl6,0.7759,0.3880 Fe1 F3 + 0.3880 Fe1 Cl3 + 0.2241 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5369 LiCl + 0.2008 Li2ZrF6 + 0.1661 Fe + 0.0954 LiYF4 + 0.0009 YZrF7,-0.0361
2.0,Li2.4Y0.4Zr0.6Cl6,0.8094,0.4047 Fe1 F3 + 0.4047 Fe1 Cl3 + 0.1906 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5157 LiCl + 0.2192 Li4ZrF8 + 0.1770 Fe + 0.0834 LiYF4 + 0.0046 Li2ZrF6,-0.0326
2.0,Li2.4Y0.4Zr0.6Cl6,0.8328,0.4164 Fe1 F3 + 0.4164 Fe1 Cl3 + 0.1672 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5004 LiCl + 0.2006 Li4ZrF8 + 0.1850 Fe + 0.0743 LiYF4 + 0.0397 LiF,-0.0293
2.0,Li2.4Y0.4Zr0.6Cl6,0.8562,0.4281 Fe1 F3 + 0.4281 Fe1 Cl3 + 0.1438 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4845 LiCl + 0.1932 Fe + 0.1752 Li4ZrF8 + 0.0821 LiF + 0.0649 LiYF4,-0.0259
2.0,Li2.4Y0.4Zr0.6Cl6,0.8796,0.4398 Fe1 F3 + 0.4398 Fe1 Cl3 + 0.1204 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4682 LiCl + 0.2017 Fe + 0.1491 Li4ZrF8 + 0.1258 LiF + 0.0552 LiYF4,-0.0223
2.0,Li2.4Y0.4Zr0.6Cl6,0.9030,0.4515 Fe1 F3 + 0.4515 Fe1 Cl3 + 0.0970 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4513 LiCl + 0.2104 Fe + 0.1710 LiF + 0.1221 Li4ZrF8 + 0.0452 LiYF4,-0.0184
2.0,Li2.4Y0.4Zr0.6Cl6,0.9264,0.4632 Fe1 F3 + 0.4632 Fe1 Cl3 + 0.0736 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4338 LiCl + 0.2195 Fe + 0.2177 LiF + 0.0941 Li4ZrF8 + 0.0349 LiYF4,-0.0144
2.0,Li2.4Y0.4Zr0.6Cl6,0.9498,0.4749 Fe1 F3 + 0.4749 Fe1 Cl3 + 0.0502 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4158 LiCl + 0.2659 LiF + 0.2288 Fe + 0.0653 Li4ZrF8 + 0.0242 LiYF4,-0.0101
2.0,Li2.4Y0.4Zr0.6Cl6,0.9732,0.4866 Fe1 F3 + 0.4866 Fe1 Cl3 + 0.0268 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.3971 LiCl + 0.3158 LiF + 0.2385 Fe + 0.0354 Li4ZrF8 + 0.0131 LiYF4,-0.0056
2.0,Li2.4Y0.4Zr0.6Cl6,0.9967,0.4983 Fe1 F3 + 0.4983 Fe1 Cl3 + 0.0033 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.3778 LiCl + 0.3675 LiF + 0.2485 Fe + 0.0045 Li4ZrF8 + 0.0017 LiYF4,-0.0007
2.1,Li2.4Y0.4Zr0.6Cl6,0.5151,0.2575 Fe1 F3 + 0.2575 Fe1 Cl3 + 0.4849 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4612 LiCl + 0.2667 ZrCl4 + 0.1770 LiYF4 + 0.0944 Fe + 0.0006 YCl3,-0.0221
2.1,Li2.4Y0.4Zr0.6Cl6,0.6488,0.3244 Fe1 F3 + 0.3244 Fe1 Cl3 + 0.3512 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5513 LiCl + 0.2442 YZrF7 + 0.1284 Fe + 0.0728 ZrCl4 + 0.0033 LiYF4,-0.0293
2.1,Li2.4Y0.4Zr0.6Cl6,0.7258,0.3629 Fe1 F3 + 0.3629 Fe1 Cl3 + 0.2742 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5658 LiCl + 0.2047 YZrF7 + 0.1505 Fe + 0.0776 Li2ZrF6 + 0.0014 ZrCl4,-0.0336
2.1,Li2.4Y0.4Zr0.6Cl6,0.7759,0.3880 Fe1 F3 + 0.3880 Fe1 Cl3 + 0.2241 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5369 LiCl + 0.2008 Li2ZrF6 + 0.1661 Fe + 0.0954 LiYF4 + 0.0009 YZrF7,-0.0361
2.1,Li2.4Y0.4Zr0.6Cl6,0.8094,0.4047 Fe1 F3 + 0.4047 Fe1 Cl3 + 0.1906 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5157 LiCl + 0.2192 Li4ZrF8 + 0.1770 Fe + 0.0834 LiYF4 + 0.0046 Li2ZrF6,-0.0326
2.1,Li2.4Y0.4Zr0.6Cl6,0.8328,0.4164 Fe1 F3 + 0.4164 Fe1 Cl3 + 0.1672 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5004 LiCl + 0.2006 Li4ZrF8 + 0.1850 Fe + 0.0743 LiYF4 + 0.0397 LiF,-0.0293
2.1,Li2.4Y0.4Zr0.6Cl6,0.8562,0.4281 Fe1 F3 + 0.4281 Fe1 Cl3 + 0.1438 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4845 LiCl + 0.1932 Fe + 0.1752 Li4ZrF8 + 0.0821 LiF + 0.0649 LiYF4,-0.0259
2.1,Li2.4Y0.4Zr0.6Cl6,0.8796,0.4398 Fe1 F3 + 0.4398 Fe1 Cl3 + 0.1204 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4682 LiCl + 0.2017 Fe + 0.1491 Li4ZrF8 + 0.1258 LiF + 0.0552 LiYF4,-0.0223
2.1,Li2.4Y0.4Zr0.6Cl6,0.9030,0.4515 Fe1 F3 + 0.4515 Fe1 Cl3 + 0.0970 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4513 LiCl + 0.2104 Fe + 0.1710 LiF + 0.1221 Li4ZrF8 + 0.0452 LiYF4,-0.0184
2.1,Li2.4Y0.4Zr0.6Cl6,0.9264,0.4632 Fe1 F3 + 0.4632 Fe1 Cl3 + 0.0736 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4338 LiCl + 0.2195 Fe + 0.2177 LiF + 0.0941 Li4ZrF8 + 0.0349 LiYF4,-0.0144
2.1,Li2.4Y0.4Zr0.6Cl6,0.9498,0.4749 Fe1 F3 + 0.4749 Fe1 Cl3 + 0.0502 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4158 LiCl + 0.2659 LiF + 0.2288 Fe + 0.0653 Li4ZrF8 + 0.0242 LiYF4,-0.0101
2.1,Li2.4Y0.4Zr0.6Cl6,0.9732,0.4866 Fe1 F3 + 0.4866 Fe1 Cl3 + 0.0268 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.3971 LiCl + 0.3158 LiF + 0.2385 Fe + 0.0354 Li4ZrF8 + 0.0131 LiYF4,-0.0056
2.1,Li2.4Y0.4Zr0.6Cl6,0.9967,0.4983 Fe1 F3 + 0.4983 Fe1 Cl3 + 0.0033 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.3778 LiCl + 0.3675 LiF + 0.2485 Fe + 0.0045 Li4ZrF8 + 0.0017 LiYF4,-0.0007
2.2,Li2.4Y0.4Zr0.6Cl6,0.5151,0.2575 Fe1 F3 + 0.2575 Fe1 Cl3 + 0.4849 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4612 LiCl + 0.2667 ZrCl4 + 0.1770 LiYF4 + 0.0944 Fe + 0.0006 YCl3,-0.0221
2.2,Li2.4Y0.4Zr0.6Cl6,0.6488,0.3244 Fe1 F3 + 0.3244 Fe1 Cl3 + 0.3512 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5513 LiCl + 0.2442 YZrF7 + 0.1284 Fe + 0.0728 ZrCl4 + 0.0033 LiYF4,-0.0293
2.2,Li2.4Y0.4Zr0.6Cl6,0.7258,0.3629 Fe1 F3 + 0.3629 Fe1 Cl3 + 0.2742 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5658 LiCl + 0.2047 YZrF7 + 0.1505 Fe + 0.0776 Li2ZrF6 + 0.0014 ZrCl4,-0.0336
2.2,Li2.4Y0.4Zr0.6Cl6,0.7759,0.3880 Fe1 F3 + 0.3880 Fe1 Cl3 + 0.2241 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5369 LiCl + 0.2008 Li2ZrF6 + 0.1661 Fe + 0.0954 LiYF4 + 0.0009 YZrF7,-0.0361
2.2,Li2.4Y0.4Zr0.6Cl6,0.8094,0.4047 Fe1 F3 + 0.4047 Fe1 Cl3 + 0.1906 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5157 LiCl + 0.2192 Li4ZrF8 + 0.1770 Fe + 0.0834 LiYF4 + 0.0046 Li2ZrF6,-0.0326
2.2,Li2.4Y0.4Zr0.6Cl6,0.8328,0.4164 Fe1 F3 + 0.4164 Fe1 Cl3 + 0.1672 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5004 LiCl + 0.2006 Li4ZrF8 + 0.1850 Fe + 0.0743 LiYF4 + 0.0397 LiF,-0.0293
2.2,Li2.4Y0.4Zr0.6Cl6,0.8562,0.4281 Fe1 F3 + 0.4281 Fe1 Cl3 + 0.1438 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4845 LiCl + 0.1932 Fe + 0.1752 Li4ZrF8 + 0.0821 LiF + 0.0649 LiYF4,-0.0259
2.2,Li2.4Y0.4Zr0.6Cl6,0.8796,0.4398 Fe1 F3 + 0.4398 Fe1 Cl3 + 0.1204 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4682 LiCl + 0.2017 Fe + 0.1491 Li4ZrF8 + 0.1258 LiF + 0.0552 LiYF4,-0.0223
2.2,Li2.4Y0.4Zr0.6Cl6,0.9030,0.4515 Fe1 F3 + 0.4515 Fe1 Cl3 + 0.0970 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4513 LiCl + 0.2104 Fe + 0.1710 LiF + 0.1221 Li4ZrF8 + 0.0452 LiYF4,-0.0184
2.2,Li2.4Y0.4Zr0.6Cl6,0.9264,0.4632 Fe1 F3 + 0.4632 Fe1 Cl3 + 0.0736 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4338 LiCl + 0.2195 Fe + 0.2177 LiF + 0.0941 Li4ZrF8 + 0.0349 LiYF4,-0.0144
2.2,Li2.4Y0.4Zr0.6Cl6,0.9498,0.4749 Fe1 F3 + 0.4749 Fe1 Cl3 + 0.0502 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4158 LiCl + 0.2659 LiF + 0.2288 Fe + 0.0653 Li4ZrF8 + 0.0242 LiYF4,-0.0101
2.2,Li2.4Y0.4Zr0.6Cl6,0.9732,0.4866 Fe1 F3 + 0.4866 Fe1 Cl3 + 0.0268 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.3971 LiCl + 0.3158 LiF + 0.2385 Fe + 0.0354 Li4ZrF8 + 0.0131 LiYF4,-0.0056
2.2,Li2.4Y0.4Zr0.6Cl6,0.9967,0.4983 Fe1 F3 + 0.4983 Fe1 Cl3 + 0.0033 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.3778 LiCl + 0.3675 LiF + 0.2485 Fe + 0.0045 Li4ZrF8 + 0.0017 LiYF4,-0.0007
2.3,Li2.4Y0.4Zr0.6Cl6,0.5151,0.2575 Fe1 F3 + 0.2575 Fe1 Cl3 + 0.4849 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.4612 LiCl + 0.2667 ZrCl4 + 0.1770 LiYF4 + 0.0944 Fe + 0.0006 YCl3,-0.0221
2.3,Li2.4Y0.4Zr0.6Cl6,0.6488,0.3244 Fe1 F3 + 0.3244 Fe1 Cl3 + 0.3512 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5513 LiCl + 0.2442 YZrF7 + 0.1284 Fe + 0.0728 ZrCl4 + 0.0033 LiYF4,-0.0293
2.3,Li2.4Y0.4Zr0.6Cl6,0.7258,0.3629 Fe1 F3 + 0.3629 Fe1 Cl3 + 0.2742 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5658 LiCl + 0.2047 YZrF7 + 0.1505 Fe + 0.0776 Li2ZrF6 + 0.0014 ZrCl4,-0.0336
2.3,Li2.4Y0.4Zr0.6Cl6,0.7759,0.3880 Fe1 F3 + 0.3880 Fe1 Cl3 + 0.2241 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5369 LiCl + 0.2008 Li2ZrF6 + 0.1661 Fe + 0.0954 LiYF4 + 0.0009 YZrF7,-0.0361
2.3,Li2.4Y0.4Zr0.6Cl6,0.8094,0.4047 Fe1 F3 + 0.4047 Fe1 Cl3 + 0.1906 Li2.4 Y0.4 Zr0.6 Cl6 -> 0.5157 LiCl + 0.2192 Li4ZrF8 + 0.1770 Fe + 0.0834 LiYF4 + 0.0046 Li2ZrF6,-0.0326
