Voltage (V vs Li/Li+),Electrolyte,Molar ratio cathode/(cathode+SE),Reaction,Erxn (eV/atom)
1.5,Li2.375Sc0.375Zr0.625Cl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.9157
1.6,Li2.375Sc0.375Zr0.625Cl6,0.0000,Li2.375Zr0.625Sc0.375Cl6 + 1.25 Li -> 0.625 ZrCl2 + 0.375 ScCl3 + 3.625 LiCl,-0.0152
1.6,Li2.375Sc0.375Zr0.625Cl6,0.0943,0.9057 Li2.375Zr0.625Sc0.375Cl6 + 0.09434 FeCl3 + 1.226 Li -> 0.09434 Zr6FeCl14 + 0.3396 ScCl3 + 3.377 LiCl,-0.08
1.6,Li2.375Sc0.375Zr0.625Cl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.8407
1.7,Li2.375Sc0.375Zr0.625Cl6,0.0000,Li2.375Zr0.625Sc0.375Cl6 + 0.625 Li -> 0.625 ZrCl3 + 0.375 ScCl3 + 3 LiCl,-0.0045
1.7,Li2.375Sc0.375Zr0.625Cl6,0.0943,0.9057 Li2.375Zr0.625Sc0.375Cl6 + 0.09434 FeCl3 + 1.226 Li -> 0.09434 Zr6FeCl14 + 0.3396 ScCl3 + 3.377 LiCl,-0.0618
1.7,Li2.375Sc0.375Zr0.625Cl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.7657
1.8,Li2.375Sc0.375Zr0.625Cl6,0.0943,0.9057 Li2.375Zr0.625Sc0.375Cl6 + 0.09434 FeCl3 + 1.226 Li -> 0.09434 Zr6FeCl14 + 0.3396 ScCl3 + 3.377 LiCl,-0.0435
1.8,Li2.375Sc0.375Zr0.625Cl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.6907
1.9,Li2.375Sc0.375Zr0.625Cl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.6157
2.0,Li2.375Sc0.375Zr0.625Cl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.5407
2.1,Li2.375Sc0.375Zr0.625Cl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.4657
2.2,Li2.375Sc0.375Zr0.625Cl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.3907
2.3,Li2.375Sc0.375Zr0.625Cl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.3157
2.4,Li2.375Sc0.375Zr0.625Cl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.2407
2.5,Li2.375Sc0.375Zr0.625Cl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.1657
2.6,Li2.375Sc0.375Zr0.625Cl6,1.0000,FeCl3 + Li -> FeCl2 + LiCl,-0.0981
2.7,Li2.375Sc0.375Zr0.625Cl6,1.0000,FeCl3 + Li -> FeCl2 + LiCl,-0.0731
2.8,Li2.375Sc0.375Zr0.625Cl6,0.7037,0.2963 Li2.375Zr0.625Sc0.375Cl6 + 0.7037 FeCl3 -> 0.7037 LiFeCl4 + 0.1111 ScCl3 + 0.1852 ZrCl4,-0.0282
2.8,Li2.375Sc0.375Zr0.625Cl6,1.0000,FeCl3 + 0.5 Li -> 0.5 LiFeCl4 + 0.5 FeCl2,-0.0486
2.9,Li2.375Sc0.375Zr0.625Cl6,0.7037,0.2963 Li2.375Zr0.625Sc0.375Cl6 + 0.7037 FeCl3 -> 0.7037 LiFeCl4 + 0.1111 ScCl3 + 0.1852 ZrCl4,-0.0282
2.9,Li2.375Sc0.375Zr0.625Cl6,1.0000,FeCl3 + 0.5 Li -> 0.5 LiFeCl4 + 0.5 FeCl2,-0.0361
3.0,Li2.375Sc0.375Zr0.625Cl6,0.7037,0.2963 Li2.375Zr0.625Sc0.375Cl6 + 0.7037 FeCl3 -> 0.7037 LiFeCl4 + 0.1111 ScCl3 + 0.1852 ZrCl4,-0.0282
3.0,Li2.375Sc0.375Zr0.625Cl6,1.0000,FeCl3 + 0.5 Li -> 0.5 LiFeCl4 + 0.5 FeCl2,-0.0236
3.1,Li2.375Sc0.375Zr0.625Cl6,0.7037,0.2963 Li2.375Zr0.625Sc0.375Cl6 + 0.7037 FeCl3 -> 0.7037 LiFeCl4 + 0.1111 ScCl3 + 0.1852 ZrCl4,-0.0282
3.1,Li2.375Sc0.375Zr0.625Cl6,1.0000,FeCl3 + 0.5 Li -> 0.5 LiFeCl4 + 0.5 FeCl2,-0.0111
3.2,Li2.375Sc0.375Zr0.625Cl6,0.7037,0.2963 Li2.375Zr0.625Sc0.375Cl6 + 0.7037 FeCl3 -> 0.7037 LiFeCl4 + 0.1111 ScCl3 + 0.1852 ZrCl4,-0.0282
3.3,Li2.375Sc0.375Zr0.625Cl6,0.7037,0.2963 Li2.375Zr0.625Sc0.375Cl6 + 0.7037 FeCl3 -> 0.7037 LiFeCl4 + 0.1111 ScCl3 + 0.1852 ZrCl4,-0.0282
3.4,Li2.375Sc0.375Zr0.625Cl6,0.7037,0.2963 Li2.375Zr0.625Sc0.375Cl6 + 0.7037 FeCl3 -> 0.7037 LiFeCl4 + 0.1111 ScCl3 + 0.1852 ZrCl4,-0.0282
3.5,Li2.375Sc0.375Zr0.625Cl6,0.7037,0.2963 Li2.375Zr0.625Sc0.375Cl6 + 0.7037 FeCl3 -> 0.7037 LiFeCl4 + 0.1111 ScCl3 + 0.1852 ZrCl4,-0.0282
3.6,Li2.375Sc0.375Zr0.625Cl6,0.7037,0.2963 Li2.375Zr0.625Sc0.375Cl6 + 0.7037 FeCl3 -> 0.7037 LiFeCl4 + 0.1111 ScCl3 + 0.1852 ZrCl4,-0.0282
3.7,Li2.375Sc0.375Zr0.625Cl6,0.7037,0.2963 Li2.375Zr0.625Sc0.375Cl6 + 0.7037 FeCl3 -> 0.7037 LiFeCl4 + 0.1111 ScCl3 + 0.1852 ZrCl4,-0.0282
3.8,Li2.375Sc0.375Zr0.625Cl6,0.7037,0.2963 Li2.375Zr0.625Sc0.375Cl6 + 0.7037 FeCl3 -> 0.7037 LiFeCl4 + 0.1111 ScCl3 + 0.1852 ZrCl4,-0.0282
3.9,Li2.375Sc0.375Zr0.625Cl6,0.7037,0.2963 Li2.375Zr0.625Sc0.375Cl6 + 0.7037 FeCl3 -> 0.7037 LiFeCl4 + 0.1111 ScCl3 + 0.1852 ZrCl4,-0.0282
4.0,Li2.375Sc0.375Zr0.625Cl6,0.7037,0.2963 Li2.375Zr0.625Sc0.375Cl6 + 0.7037 FeCl3 -> 0.7037 LiFeCl4 + 0.1111 ScCl3 + 0.1852 ZrCl4,-0.0282
4.1,Li2.375Sc0.375Zr0.625Cl6,0.7037,0.2963 Li2.375Zr0.625Sc0.375Cl6 + 0.7037 FeCl3 -> 0.7037 LiFeCl4 + 0.1111 ScCl3 + 0.1852 ZrCl4,-0.0282
4.2,Li2.375Sc0.375Zr0.625Cl6,0.7037,0.2963 Li2.375Zr0.625Sc0.375Cl6 + 0.7037 FeCl3 -> 0.7037 Li + 0.7037 FeCl4 + 0.1111 ScCl3 + 0.1852 ZrCl4,-0.0368
1.0,Li3InCl6,0.0000,Li3InCl6 + 3 Li -> In + 6 LiCl,-0.5589
1.0,Li3InCl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-1.2907
1.1,Li3InCl6,0.0000,Li3InCl6 + 3 Li -> In + 6 LiCl,-0.516
1.1,Li3InCl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-1.2157
1.2,Li3InCl6,0.0000,Li3InCl6 + 3 Li -> In + 6 LiCl,-0.4731
1.2,Li3InCl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-1.1407
1.3,Li3InCl6,0.0000,Li3InCl6 + 3 Li -> In + 6 LiCl,-0.4303
1.3,Li3InCl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-1.0657
1.4,Li3InCl6,0.0000,Li3InCl6 + 3 Li -> In + 6 LiCl,-0.3874
1.4,Li3InCl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.9907
1.5,Li3InCl6,0.0000,Li3InCl6 + 3 Li -> In + 6 LiCl,-0.3446
1.5,Li3InCl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.9157
1.6,Li3InCl6,0.0000,Li3InCl6 + 3 Li -> In + 6 LiCl,-0.3017
1.6,Li3InCl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.8407
1.7,Li3InCl6,0.0000,Li3InCl6 + 3 Li -> In + 6 LiCl,-0.2589
1.7,Li3InCl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.7657
1.8,Li3InCl6,0.0000,Li3InCl6 + 3 Li -> In + 6 LiCl,-0.216
1.8,Li3InCl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.6907
1.9,Li3InCl6,0.0000,Li3InCl6 + 3 Li -> In + 6 LiCl,-0.1731
1.9,Li3InCl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.6157
2.0,Li3InCl6,0.0000,Li3InCl6 + 3 Li -> In + 6 LiCl,-0.1303
2.0,Li3InCl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.5407
2.1,Li3InCl6,0.0000,Li3InCl6 + 2 Li -> InCl + 5 LiCl,-0.0971
2.1,Li3InCl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.4657
2.2,Li3InCl6,0.0000,Li3InCl6 + 1.714 Li -> 0.1429 In7Cl9 + 4.714 LiCl,-0.0687
2.2,Li3InCl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.3907
2.3,Li3InCl6,0.0000,Li3InCl6 + Li -> InCl2 + 4 LiCl,-0.0466
2.3,Li3InCl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.3157
2.4,Li3InCl6,0.0000,Li3InCl6 + Li -> InCl2 + 4 LiCl,-0.0323
2.4,Li3InCl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.2407
2.5,Li3InCl6,0.0000,Li3InCl6 + Li -> InCl2 + 4 LiCl,-0.0181
2.5,Li3InCl6,1.0000,FeCl3 + 3 Li -> 3 LiCl + Fe,-0.1657
2.6,Li3InCl6,0.0000,Li3InCl6 + Li -> InCl2 + 4 LiCl,-0.0038
2.6,Li3InCl6,1.0000,FeCl3 + Li -> FeCl2 + LiCl,-0.0981
2.7,Li3InCl6,1.0000,FeCl3 + Li -> FeCl2 + LiCl,-0.0731
2.8,Li3InCl6,1.0000,FeCl3 + 0.5 Li -> 0.5 LiFeCl4 + 0.5 FeCl2,-0.0486
2.9,Li3InCl6,0.7500,0.25 Li3InCl6 + 0.75 FeCl3 -> 0.25 InCl3 + 0.75 LiFeCl4,-0.0234
2.9,Li3InCl6,1.0000,FeCl3 + 0.5 Li -> 0.5 LiFeCl4 + 0.5 FeCl2,-0.0361
3.0,Li3InCl6,0.7500,0.25 Li3InCl6 + 0.75 FeCl3 -> 0.75 LiFeCl4 + 0.25 InCl3,-0.0234
3.0,Li3InCl6,1.0000,FeCl3 + 0.5 Li -> 0.5 LiFeCl4 + 0.5 FeCl2,-0.0236
3.1,Li3InCl6,0.7500,0.25 Li3InCl6 + 0.75 FeCl3 -> 0.75 LiFeCl4 + 0.25 InCl3,-0.0234
3.1,Li3InCl6,1.0000,FeCl3 + 0.5 Li -> 0.5 LiFeCl4 + 0.5 FeCl2,-0.0111
3.2,Li3InCl6,0.7500,0.25 Li3InCl6 + 0.75 FeCl3 -> 0.75 LiFeCl4 + 0.25 InCl3,-0.0234
3.3,Li3InCl6,0.7500,0.25 Li3InCl6 + 0.75 FeCl3 -> 0.75 LiFeCl4 + 0.25 InCl3,-0.0234
3.4,Li3InCl6,0.7500,0.25 Li3InCl6 + 0.75 FeCl3 -> 0.75 LiFeCl4 + 0.25 InCl3,-0.0234
3.5,Li3InCl6,0.7500,0.25 Li3InCl6 + 0.75 FeCl3 -> 0.75 LiFeCl4 + 0.25 InCl3,-0.0234
3.6,Li3InCl6,0.7500,0.25 Li3InCl6 + 0.75 FeCl3 -> 0.75 LiFeCl4 + 0.25 InCl3,-0.0234
3.7,Li3InCl6,0.7500,0.25 Li3InCl6 + 0.75 FeCl3 -> 0.75 LiFeCl4 + 0.25 InCl3,-0.0234
3.8,Li3InCl6,0.7500,0.25 Li3InCl6 + 0.75 FeCl3 -> 0.75 LiFeCl4 + 0.25 InCl3,-0.0234
3.9,Li3InCl6,0.7500,0.25 Li3InCl6 + 0.75 FeCl3 -> 0.75 LiFeCl4 + 0.25 InCl3,-0.0234
4.0,Li3InCl6,0.7500,0.25 Li3InCl6 + 0.75 FeCl3 -> 0.75 LiFeCl4 + 0.25 InCl3,-0.0234
4.1,Li3InCl6,0.7500,0.25 Li3InCl6 + 0.75 FeCl3 -> 0.75 LiFeCl4 + 0.25 InCl3,-0.0234
4.2,Li3InCl6,0.7500,0.25 Li3InCl6 + 0.75 FeCl3 -> 0.75 Li + 0.75 FeCl4 + 0.25 InCl3,-0.0328
