# Tetrahedron method
       14.4226232306        0.0000000000
       14.5086395516        0.0000000000
       14.5946558726        0.0000000000
       14.6806721935        0.0000000000
       14.7666885145        0.0000000000
       14.8527048355        0.0000000000
       14.9387211565        0.0000000000
       15.0247374775        0.0000000000
       15.1107537985        0.0000000000
       15.1967701194        0.0000000000
       15.2827864404        0.0000000000
       15.3688027614        0.0000000000
       15.4548190824        0.0000000000
       15.5408354034        0.0000000000
       15.6268517244        0.0000000000
       15.7128680453        0.0000000000
       15.7988843663        0.0000000000
