      #Energy        TDOS-UP        TDOS-DOWN
     -24.60156       0.00000       0.00000
     -24.47656       0.00000       0.00000
     -24.35056       0.00000       0.00000
     -24.22456       0.00000       0.00000
     -24.09856       0.00000       0.00000
     -23.97356       0.00000       0.00000
     -23.84756       0.00000       0.00000
     -23.72156       0.00000       0.00000
     -23.59656       0.00000       0.00000
     -23.47056       0.00000       0.00000
     -23.34456      -0.00000       0.00000
     -23.21856      -0.00000       0.00000
     -23.09356      -0.00000       0.00000
     -22.96756      -0.00317       0.00317
     -22.84156       0.36610      -0.36610
     -22.71556       0.16470      -0.16470
     -22.59056      -0.00034       0.00034
     -22.46456      -0.00559       0.00559
     -22.33856       0.51100      -0.51100
     -22.21256       0.02190      -0.02190
     -22.08756      -0.00002       0.00002
     -21.96156      -0.00000       0.00000
     -21.83556       0.00000       0.00000
     -21.70956       0.00000       0.00000
     -21.58456       0.00000       0.00000
     -21.45856       0.00000       0.00000
     -21.33256       0.00000       0.00000
     -21.20756       0.00000       0.00000
     -21.08156       0.00000       0.00000
     -20.95556       0.00000       0.00000
     -20.82956       0.00000       0.00000
     -20.70456       0.00000       0.00000
     -20.57856       0.00000       0.00000
     -20.45256       0.00000       0.00000
     -20.32656       0.00000       0.00000
     -20.20156       0.00000       0.00000
     -20.07556       0.00000       0.00000
     -19.94956       0.00000       0.00000
     -19.82356       0.00000       0.00000
     -19.69856       0.00000       0.00000
     -19.57256       0.00000       0.00000
     -19.44656       0.00000       0.00000
     -19.32056       0.00000       0.00000
     -19.19556       0.00000       0.00000
     -19.06956       0.00000       0.00000
     -18.94356       0.00000       0.00000
     -18.81856       0.00000       0.00000
     -18.69256       0.00000       0.00000
     -18.56656       0.00000       0.00000
     -18.44056       0.00000       0.00000
     -18.31556       0.00000       0.00000
     -18.18956       0.00000       0.00000
     -18.06356       0.00000       0.00000
     -17.93756       0.00000       0.00000
     -17.81256       0.00000       0.00000
     -17.68656       0.00000       0.00000
     -17.56056       0.00000       0.00000
     -17.43456       0.00000       0.00000
     -17.30956       0.00000       0.00000
     -17.18356       0.00000       0.00000
     -17.05756       0.00000       0.00000
     -16.93156       0.00000       0.00000
     -16.80656       0.00000       0.00000
     -16.68056       0.00000       0.00000
     -16.55456       0.00000       0.00000
     -16.42956       0.00000       0.00000
     -16.30356       0.00000       0.00000
     -16.17756       0.00000       0.00000
     -16.05156       0.00000       0.00000
     -15.92656       0.00000       0.00000
     -15.80056       0.00000       0.00000
     -15.67456       0.00000       0.00000
     -15.54856       0.00000       0.00000
     -15.42356       0.00000       0.00000
     -15.29756       0.00000       0.00000
     -15.17156       0.00000       0.00000
     -15.04556       0.00000       0.00000
     -14.92056       0.00000       0.00000
     -14.79456       0.00000       0.00000
     -14.66856       0.00000       0.00000
     -14.54256       0.00000       0.00000
     -14.41756       0.00000       0.00000
     -14.29156       0.00000       0.00000
     -14.16556       0.00000       0.00000
     -14.04056       0.00000       0.00000
     -13.91456       0.00000       0.00000
     -13.78856       0.00000       0.00000
     -13.66256       0.00000       0.00000
     -13.53756       0.00000       0.00000
     -13.41156       0.00000       0.00000
     -13.28556       0.00000       0.00000
     -13.15956       0.00000       0.00000
     -13.03456       0.00000       0.00000
     -12.90856       0.00000       0.00000
     -12.78256       0.00000       0.00000
     -12.65656       0.00000       0.00000
     -12.53156       0.00000       0.00000
     -12.40556       0.00000       0.00000
     -12.27956       0.00000       0.00000
     -12.15456       0.00000       0.00000
     -12.02856       0.00000       0.00000
     -11.90256       0.00000       0.00000
     -11.77656       0.00000       0.00000
     -11.65156       0.00000       0.00000
     -11.52556       0.00000       0.00000
     -11.39956       0.00000       0.00000
     -11.27356       0.00000       0.00000
     -11.14856       0.00000       0.00000
     -11.02256       0.00000       0.00000
     -10.89656      -0.00000       0.00000
     -10.77056      -0.00000       0.00000
     -10.64556      -0.00000       0.00000
     -10.51956      -0.00004       0.00004
     -10.39356       0.00411      -0.00411
     -10.26756       0.02199      -0.02199
     -10.14256       0.06858      -0.06858
     -10.01656       0.08145      -0.08145
      -9.89056      -0.00033       0.00033
      -9.76556      -0.00000       0.00000
      -9.63956       0.00000       0.00000
      -9.51356       0.00000       0.00000
      -9.38756       0.00000       0.00000
      -9.26256       0.00000       0.00000
      -9.13656       0.00000       0.00000
      -9.01056       0.00000       0.00000
      -8.88456       0.00000       0.00000
      -8.75956       0.00000       0.00000
      -8.63356       0.00000       0.00000
      -8.50756       0.00000       0.00000
      -8.38156       0.00000       0.00000
      -8.25656       0.00000       0.00000
      -8.13056       0.00000       0.00000
      -8.00456       0.00000       0.00000
      -7.87856       0.00000       0.00000
      -7.75356       0.00000       0.00000
      -7.62756       0.00000       0.00000
      -7.50156       0.00000       0.00000
      -7.37656       0.00000       0.00000
      -7.25056       0.00000       0.00000
      -7.12456       0.00000       0.00000
      -6.99856       0.00000       0.00000
      -6.87356       0.00000       0.00000
      -6.74756       0.00000       0.00000
      -6.62156       0.00000       0.00000
      -6.49556       0.00000       0.00000
      -6.37056       0.00000       0.00000
      -6.24456       0.00000       0.00000
      -6.11856       0.00000       0.00000
      -5.99256       0.00000       0.00000
      -5.86756       0.00000       0.00000
      -5.74156       0.00000       0.00000
      -5.61556       0.00000       0.00000
      -5.48956       0.00000       0.00000
      -5.36456       0.00000       0.00000
      -5.23856       0.00000       0.00000
      -5.11256       0.00000       0.00000
      -4.98756       0.00000       0.00000
      -4.86156       0.00000       0.00000
      -4.73556       0.00000       0.00000
      -4.60956       0.00000       0.00000
      -4.48456       0.00000       0.00000
      -4.35856       0.00000       0.00000
      -4.23256       0.00000       0.00000
      -4.10656       0.00000       0.00000
      -3.98156       0.00000       0.00000
      -3.85556       0.00000       0.00000
      -3.72956       0.00000       0.00000
      -3.60356       0.00000       0.00000
      -3.47856       0.00000       0.00000
      -3.35256       0.00000       0.00000
      -3.22656       0.00000       0.00000
      -3.10056       0.00000       0.00000
      -2.97556       0.00000       0.00000
      -2.84956       0.00000       0.00000
      -2.72356       0.00000       0.00000
      -2.59856       0.00000       0.00000
      -2.47256      -0.00000       0.00000
      -2.34656      -0.00000       0.00000
      -2.22056      -0.00000       0.00000
      -2.09556      -0.00006       0.00006
      -1.96956       0.00366      -0.00366
      -1.84356       0.03467      -0.03467
      -1.71756       0.02561      -0.02561
      -1.59256       0.06025      -0.06025
      -1.46656       0.00985      -0.00985
      -1.34056       0.02222      -0.02222
      -1.21456       0.01699      -0.01699
      -1.08956       0.02549      -0.02549
      -0.96356       0.01711      -0.01711
      -0.83756       0.04361      -0.04361
      -0.71156       0.04791      -0.04791
      -0.58656       0.04061      -0.04061
      -0.46056       0.04646      -0.04646
      -0.33456       0.04500      -0.04500
      -0.20956       0.06264      -0.06264
      -0.08356       0.02268      -0.02268
       0.04244       0.00263      -0.00263
       0.16844      -0.00004       0.00004
       0.29344      -0.00000       0.00000
       0.41944       0.00000       0.00000
       0.54544       0.00000       0.00000
       0.67144       0.00000       0.00000
       0.79644       0.00000       0.00000
       0.92244       0.00000       0.00000
       1.04844       0.00000       0.00000
       1.17444       0.00000       0.00000
       1.29944       0.00000       0.00000
       1.42544       0.00000       0.00000
       1.55144       0.00000       0.00000
       1.67744      -0.00000       0.00000
       1.80244      -0.00000       0.00000
       1.92844      -0.00000       0.00000
       2.05444      -0.00003       0.00003
       2.17944       0.00104      -0.00104
       2.30544      -0.00003       0.00003
       2.43144      -0.00000       0.00000
       2.55744      -0.00000       0.00000
       2.68244      -0.00000       0.00000
       2.80844       0.00015      -0.00015
       2.93444       0.00171      -0.00171
       3.06044       0.00412      -0.00412
       3.18544      -0.00012       0.00012
       3.31144      -0.00002       0.00002
       3.43744       0.00394      -0.00394
       3.56344       0.00485      -0.00485
       3.68844       0.00296      -0.00296
       3.81444      -0.00020       0.00020
       3.94044       0.01303      -0.01303
       4.06544       0.01198      -0.01198
       4.19144       0.00605      -0.00605
       4.31744       0.01153      -0.01153
       4.44344       0.03108      -0.03108
       4.56844       0.01869      -0.01869
       4.69444       0.02920      -0.02920
       4.82044       0.01567      -0.01567
       4.94644       0.01448      -0.01448
       5.07144       0.00351      -0.00351
       5.19744       0.00815      -0.00815
       5.32344       0.00235      -0.00235
       5.44944       0.02014      -0.02014
       5.57444       0.01950      -0.01950
       5.70044       0.02158      -0.02158
       5.82644       0.01330      -0.01330
       5.95244       0.01966      -0.01966
       6.07744       0.02904      -0.02904
       6.20344       0.01464      -0.01464
       6.32944       0.01503      -0.01503
       6.45444       0.00549      -0.00549
       6.58044       0.02194      -0.02194
       6.70644       0.01784      -0.01784
       6.83244       0.03215      -0.03215
       6.95744       0.01621      -0.01621
       7.08344       0.01593      -0.01593
       7.20944       0.03029      -0.03029
       7.33544       0.02049      -0.02048
       7.46044       0.02024      -0.02024
       7.58644       0.02585      -0.02585
       7.71244       0.00955      -0.00955
       7.83844       0.02809      -0.02809
       7.96344       0.02454      -0.02454
       8.08944       0.02421      -0.02421
       8.21544       0.01621      -0.01621
       8.34144       0.00613      -0.00613
       8.46644       0.01111      -0.01111
       8.59244       0.01935      -0.01935
       8.71844       0.01206      -0.01206
       8.84344       0.01922      -0.01922
       8.96944       0.00593      -0.00593
       9.09544       0.01681      -0.01681
       9.22144       0.01434      -0.01434
       9.34644       0.00653      -0.00653
       9.47244       0.03076      -0.03076
       9.59844       0.01681      -0.01681
       9.72444       0.01522      -0.01522
       9.84944       0.02276      -0.02276
       9.97544       0.01604      -0.01604
      10.10144       0.01762      -0.01762
      10.22744       0.01986      -0.01986
      10.35244       0.00913      -0.00913
      10.47844       0.02797      -0.02797
      10.60444       0.01945      -0.01945
      10.73044       0.02976      -0.02976
      10.85544       0.01352      -0.01352
      10.98144       0.02533      -0.02533
      11.10744       0.02611      -0.02611
      11.23244       0.00278      -0.00278
      11.35844       0.00204      -0.00204
      11.48444       0.00196      -0.00196
      11.61044      -0.00005       0.00004
      11.73544      -0.00000       0.00000
      11.86144       0.00000       0.00000
      11.98744       0.00000       0.00000
      12.11344       0.00000       0.00000
      12.23844       0.00000       0.00000
      12.36444       0.00000       0.00000
      12.49044       0.00000       0.00000
      12.61644       0.00000       0.00000
      12.74144       0.00000       0.00000
      12.86744       0.00000       0.00000
      12.99344       0.00000       0.00000
      13.11944       0.00000       0.00000
